account_id,Status,fpc_status,ou_name,ou_id,account_area,account_type,orbit
'301663805065',SUSPENDED,halt,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'301715900325',SUSPENDED,halt,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'302077456278',SUSPENDED,halt,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'375177331339',SUSPENDED,deleted,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'375499680625',SUSPENDED,deleted,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'376314570242',SUSPENDED,deleted,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'376365352907',SUSPENDED,deleted,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'376430467152',SUSPENDED,deleted,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'376586590677',SUSPENDED,deleted,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'406944406019',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,FPC,,
'413261835352',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,FPC,,
'423028235348',SUSPENDED,deleted,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'423764258745',SUSPENDED,halt,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'425976456842',SUSPENDED,halt,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'426361149157',SUSPENDED,deleted,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'456870167259',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,FPC,,
'483315160299',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,FPC,,
'483920870043',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,FPC,,
'484041329705',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,FPC,,
'528070488396',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,FPC,,
'542873223125',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,FPC,,
'613056926110',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'682796540504',SUSPENDED,deleted,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'682801237472',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'682814234155',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'683023364242',SUSPENDED,deleted,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'685795858129',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,FPC,,Non-Orbit
'685892278014',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,ShareService,,Non-Orbit
'687385708159',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,ShareService,,Non-Orbit
'688722281594',SUSPENDED,enabled,Halt,ou-iv0p-a9u7znp3,ShareService,,Non-Orbit
'714308593039',SUSPENDED,deleted,Halt,ou-iv0p-a9u7znp3,ShareService,,Non-Orbit
'793268022810',SUSPENDED,deleted,Halt,ou-iv0p-a9u7znp3,ShareService,,Non-Orbit
'922093675875',SUSPENDED,deleted,Halt,ou-iv0p-a9u7znp3,ShareService,,Non-Orbit
'182166204028',ACTIVE,enabled,Operations,ou-iv0p-8htcpgwz,ShareService,default,Non-Orbit
'182272062428',ACTIVE,enabled,Operations,ou-iv0p-8htcpgwz,ShareService,default,Non-Orbit
'184258788970',ACTIVE,enabled,Operations,ou-iv0p-8htcpgwz,ShareService,default,Non-Orbit
'296761100210',ACTIVE,enabled,Operations,ou-iv0p-8htcpgwz,ShareService,default,Non-Orbit
'296824867896',ACTIVE,enabled,Operations,ou-iv0p-8htcpgwz,ShareService,default,Non-Orbit
'298456415402',ACTIVE,enabled,Operations,ou-iv0p-8htcpgwz,ShareService,default,Non-Orbit
'299812316670',ACTIVE,halt,Operations,ou-iv0p-8htcpgwz,ShareService,davanced,Non-Orbit
'377150207175',ACTIVE,enabled,Operations,ou-iv0p-8htcpgwz,ShareService,davanced,Non-Orbit
'377203067219',ACTIVE,enabled,Operations,ou-iv0p-8htcpgwz,ShareService,davanced,Non-Orbit
'413236434696',ACTIVE,enabled,Operations,ou-iv0p-8htcpgwz,ShareService,davanced,
'423379340701',ACTIVE,enabled,Operations,ou-iv0p-8htcpgwz,ShareService,default,Non-Orbit
'424094981767',ACTIVE,enabled,Operations,ou-iv0p-8htcpgwz,ShareService,default,Non-Orbit
'424206487579',ACTIVE,enabled,Operations,ou-iv0p-8htcpgwz,ShareService,default,Non-Orbit
'424285566716',ACTIVE,enabled,Operations,ou-iv0p-8htcpgwz,ShareService,default,Non-Orbit
'455817415969',ACTIVE,enabled,Operations,ou-iv0p-8htcpgwz,ShareService,davanced,
'183749528048',ACTIVE,enabled,Architecting,ou-iv0p-9w0seqm8,ShareService,davanced,Non-Orbit
'421807133856',ACTIVE,enabled,Architecting,ou-iv0p-9w0seqm8,ShareService,davanced,Non-Orbit
'430714857437',ACTIVE,enabled,Architecting,ou-iv0p-9w0seqm8,ShareService,davanced,Non-Orbit
